Respondent,Y,EAR,MAR,Circularity,MOE
1,1,0.183,1.046,0.322,5.707
1,1,0.191,1.060,0.343,5.547
1,1,0.190,1.055,0.342,5.544
1,1,0.191,1.052,0.343,5.516
1,1,0.184,1.076,0.361,5.858
1,1,0.179,1.077,0.329,6.035
1,1,0.190,1.092,0.343,5.737
1,1,0.191,1.057,0.343,5.532
1,1,0.191,1.077,0.343,5.634
1,1,0.203,1.072,0.397,5.283
1,1,0.203,1.056,0.379,5.207
1,1,0.203,1.093,0.339,5.390
1,1,0.202,1.088,0.378,5.377
1,1,0.191,1.093,0.383,5.717
1,1,0.170,1.073,0.346,6.297
1,1,0.202,1.073,0.339,5.301
1,1,0.167,1.073,0.330,6.416
1,1,0.171,1.089,0.336,6.375
1,1,0.186,1.000,0.346,5.379
1,1,0.175,1.052,0.331,6.019
1,1,0.179,1.018,0.346,5.691
1,1,0.155,1.055,0.334,6.788
1,1,0.155,1.002,0.294,6.483
1,1,0.196,1.022,0.360,5.223
1,1,0.131,1.012,0.318,7.709
1,1,0.144,1.017,0.320,7.057
1,1,0.167,1.048,0.329,6.275
1,1,0.159,1.032,0.348,6.507
1,1,0.191,1.019,0.362,5.332
1,1,0.155,1.048,0.335,6.743
1,1,0.151,1.027,0.318,6.802
1,1,0.167,0.962,0.311,5.773
1,1,0.193,1.042,0.366,5.397
1,1,0.217,0.989,0.363,4.567
1,1,0.239,1.007,0.416,4.220
1,1,0.204,1.025,0.403,5.014
1,1,0.209,1.026,0.361,4.901
1,1,0.278,1.039,0.433,3.743
1,1,0.187,1.052,0.385,5.634
1,1,0.211,1.021,0.384,4.835
1,1,0.227,1.054,0.396,4.636
1,1,0.233,1.037,0.376,4.460
1,1,0.267,1.077,0.414,4.027
1,1,0.153,1.041,0.360,6.814
1,1,0.168,1.010,0.333,6.015
1,1,0.226,0.975,0.372,4.322
1,1,0.160,1.022,0.340,6.387
1,1,0.187,1.083,0.367,5.788
1,1,0.185,1.027,0.390,5.563
1,1,0.233,1.049,0.414,4.495
1,1,0.210,1.045,0.379,4.975
1,1,0.183,1.017,0.369,5.555
1,1,0.182,0.998,0.332,5.493
1,1,0.210,0.997,0.399,4.756
1,1,0.202,0.979,0.340,4.848
1,1,0.209,0.990,0.340,4.740
1,1,0.197,1.019,0.343,5.160
1,1,0.183,1.000,0.352,5.470
1,1,0.205,1.019,0.363,4.962
1,1,0.204,0.979,0.326,4.786
1,1,0.209,0.997,0.340,4.767
1,1,0.206,1.004,0.383,4.884
1,1,0.209,1.012,0.361,4.842
1,1,0.197,0.955,0.344,4.838
1,1,0.194,0.985,0.366,5.070
1,1,0.206,0.965,0.383,4.689
1,1,0.186,1.006,0.347,5.406
1,1,0.179,1.026,0.328,5.736
1,1,0.167,0.969,0.379,5.797
1,1,0.171,1.021,0.338,5.972
1,1,0.186,1.028,0.374,5.521
1,1,0.207,1.064,0.362,5.134
1,1,0.235,1.063,0.431,4.526
1,1,0.227,1.059,0.375,4.669
1,1,0.218,1.048,0.417,4.798
1,1,0.178,1.084,0.373,6.072
1,1,0.205,1.061,0.363,5.167
1,1,0.205,1.049,0.362,5.116
1,1,0.227,1.043,0.412,4.587
1,1,0.250,1.060,0.389,4.241
1,1,0.223,1.057,0.360,4.744
1,1,0.245,1.088,0.409,4.442
1,1,0.205,1.043,0.362,5.088
1,1,0.233,1.047,0.391,4.492
1,1,0.205,1.070,0.363,5.213
1,1,0.217,1.047,0.360,4.835
1,1,0.227,1.049,0.374,4.625
1,1,0.233,1.066,0.391,4.583
1,1,0.217,1.031,0.359,4.761
1,1,0.216,1.079,0.359,4.992
1,1,0.221,1.045,0.374,4.726
1,1,0.204,1.030,0.362,5.039
1,1,0.221,1.043,0.374,4.714
1,1,0.210,1.066,0.377,5.083
1,1,0.205,1.063,0.363,5.179
1,1,0.210,1.033,0.377,4.929
1,1,0.221,1.078,0.374,4.875
1,1,0.250,1.073,0.411,4.293
1,1,0.201,1.049,0.348,5.224
1,1,0.228,1.018,0.414,4.462
1,1,0.234,1.064,0.377,4.553
2,0,0.321,1.111,0.494,3.46
2,0,0.304,1.134,0.478,3.735
2,0,0.297,1.089,0.45,3.661
2,0,0.293,1.12,0.461,3.824
2,0,0.31,1.098,0.492,3.547
2,0,0.315,1.074,0.463,3.407
2,0,0.319,1.088,0.46,3.408
2,0,0.307,1.09,0.471,3.55
2,0,0.33,1.095,0.498,3.322
2,0,0.326,1.05,0.477,3.225
2,0,0.321,1.073,0.485,3.345
2,0,0.31,1.097,0.454,3.536
2,0,0.278,1.08,0.435,3.892
2,0,0.345,1.038,0.508,3.009
2,0,0.326,1.078,0.49,3.303
2,0,0.284,1.074,0.433,3.777
2,0,0.299,1.065,0.44,3.559
2,0,0.294,1.07,0.44,3.634
2,0,0.144,1.109,0.358,7.728
2,0,0.264,0.881,0.39,3.331
2,0,0.27,1.112,0.429,4.114
2,0,0.266,1.114,0.43,4.194
2,0,0.314,1.116,0.452,3.555
2,0,0.232,1.101,0.411,4.742
2,0,0.279,1.079,0.448,3.862
2,0,0.284,1.069,0.441,3.761
2,0,0.32,1.045,0.477,3.264
2,0,0.289,1.072,0.442,3.707
2,0,0.312,1.077,0.473,3.451
2,0,0.292,1.064,0.46,3.65
2,0,0.26,1.082,0.427,4.154
2,0,0.295,1.079,0.449,3.658
2,0,0.294,1.044,0.438,3.544
2,0,0.284,1.067,0.465,3.76
2,0,0.261,1.062,0.45,4.066
2,0,0.188,1.079,0.39,5.743
2,0,0.324,1.073,0.486,3.316
2,0,0.324,1.126,0.49,3.476
2,0,0.366,1.138,0.525,3.109
2,0,0.368,1.131,0.528,3.076
2,0,0.359,1.127,0.528,3.139
2,0,0.326,1.164,0.492,3.571
2,0,0.379,1.149,0.531,3.031
2,0,0.36,1.143,0.525,3.177
2,0,0.326,1.154,0.51,3.546
2,0,0.33,1.132,0.499,3.43
2,0,0.347,1.143,0.511,3.293
2,0,0.355,1.109,0.506,3.122
2,0,0.354,1.068,0.5,3.018
2,0,0.232,1.098,0.407,4.731
2,0,0.329,1.06,0.473,3.224
2,0,0.341,1.065,0.48,3.12
2,0,0.328,1.074,0.47,3.277
2,0,0.323,1.097,0.488,3.399
2,0,0.309,1.125,0.486,3.64
2,0,0.311,1.101,0.479,3.538
2,0,0.332,1.08,0.48,3.255
2,0,0.293,1.096,0.462,3.736
2,0,0.312,1.126,0.473,3.609
2,0,0.315,1.112,0.464,3.532
2,0,0.315,1.108,0.482,3.514
2,0,0.301,1.102,0.481,3.66
2,0,0.297,1.128,0.431,3.792
2,0,0.302,1.092,0.447,3.615
2,0,0.296,1.107,0.44,3.742
2,0,0.303,1.08,0.459,3.558
2,0,0.298,1.081,0.438,3.627
2,0,0.289,1.074,0.44,3.716
2,0,0.307,1.064,0.464,3.465
2,0,0.295,1.069,0.446,3.629
2,0,0.289,1.083,0.46,3.747
2,0,0.288,1.062,0.444,3.69
2,0,0.294,1.077,0.446,3.666
2,0,0.286,1.075,0.452,3.754
2,0,0.196,1.07,0.39,5.461
2,0,0.283,1.079,0.43,3.814
2,0,0.3,1.076,0.455,3.591
2,0,0.31,1.055,0.463,3.401
2,0,0.281,1.069,0.436,3.806
2,0,0.275,1.074,0.433,3.912
2,0,0.319,1.076,0.465,3.371
2,0,0.303,1.071,0.45,3.537
2,0,0.307,1.077,0.464,3.513
2,0,0.26,1.045,0.411,4.017
2,0,0.207,1.083,0.41,5.242
2,0,0.205,1.083,0.379,5.27
2,0,0.321,1.104,0.497,3.44
2,0,0.249,1.098,0.427,4.416
2,0,0.369,1.13,0.526,3.066
2,0,0.28,1.145,0.447,4.084
2,0,0.32,1.095,0.489,3.425
2,0,0.3,1.098,0.457,3.658
2,0,0.289,1.091,0.445,3.777
2,0,0.286,1.062,0.432,3.714
2,0,0.278,1.055,0.443,3.799
2,0,0.282,1.054,0.439,3.733
2,0,0.232,1.077,0.43,4.642
2,0,0.289,1.048,0.457,3.623
2,0,0.284,1.058,0.438,3.719
2,0,0.286,1.114,0.449,3.902
2,0,0.305,1.103,0.464,3.615
2,0,0.302,1.092,0.461,3.62
2,0,0.316,1.034,0.475,3.273
2,0,0.251,1.033,0.414,4.111
2,0,0.318,1.051,0.504,3.304
2,0,0.236,1.092,0.419,4.625
2,0,0.308,1.052,0.476,3.411
2,0,0.275,1.077,0.46,3.917
2,0,0.288,1.07,0.457,3.714
2,0,0.312,1.045,0.483,3.351
2,0,0.227,1.085,0.391,4.784
2,0,0.301,1.084,0.442,3.606
2,0,0.332,1.065,0.49,3.211
2,0,0.269,1.018,0.416,3.788
2,0,0.255,1.03,0.406,4.034
2,0,0.253,1.064,0.428,4.202
2,0,0.31,1.026,0.476,3.312
2,0,0.318,1.021,0.472,3.21
2,0,0.227,1.017,0.395,4.476
2,0,0.229,1.01,0.396,4.401
2,0,0.234,1.051,0.415,4.498
2,0,0.203,1.057,0.385,5.213
2,0,0.355,1.044,0.519,2.944
2,0,0.234,1.018,0.418,4.351
2,0,0.326,1.044,0.482,3.203
2,0,0.291,1.037,0.452,3.565
2,0,0.283,1.026,0.451,3.626
2,0,0.286,1.037,0.443,3.621
2,0,0.277,0.997,0.424,3.598
2,0,0.279,1.035,0.43,3.714
2,0,0.254,1.033,0.422,4.065
2,0,0.274,1.006,0.433,3.668
2,0,0.294,0.999,0.435,3.398
2,0,0.248,1.04,0.423,4.199
2,0,0.273,1.026,0.451,3.757
2,0,0.256,1.017,0.427,3.969
2,0,0.277,1.046,0.44,3.775
2,0,0.271,1.05,0.43,3.875
2,0,0.264,1.021,0.413,3.859
2,0,0.285,1.093,0.429,3.829
2,0,0.245,1.11,0.403,4.53
2,0,0.206,1.076,0.378,5.231
2,0,0.273,1.131,0.432,4.142
2,0,0.291,1.104,0.457,3.798
2,0,0.256,1.087,0.413,4.248
2,0,0.283,1.079,0.454,3.807
2,0,0.268,1.075,0.427,4.014
2,0,0.299,1.071,0.458,3.584
2,0,0.287,1.092,0.433,3.807
2,0,0.288,1.074,0.462,3.732
2,0,0.306,1.084,0.449,3.54
2,0,0.287,1.102,0.435,3.834
2,0,0.285,1.072,0.452,3.766
2,0,0.293,1.074,0.433,3.667
2,0,0.296,1.073,0.447,3.631
2,0,0.2,1.071,0.376,5.366
2,0,0.268,1.075,0.45,4.006
2,0,0.262,1.05,0.421,4.002
2,0,0.263,1.052,0.413,3.995
2,0,0.261,1.059,0.396,4.052
2,0,0.281,1.042,0.425,3.705
2,0,0.194,1.068,0.382,5.495
2,0,0.274,1.069,0.46,3.91
2,0,0.282,1.083,0.446,3.845
2,0,0.278,1.093,0.445,3.928
2,0,0.259,1.06,0.43,4.088
2,0,0.275,1.086,0.438,3.943
2,0,0.259,1.064,0.421,4.111
2,0,0.26,1.073,0.406,4.132
2,0,0.289,1.139,0.439,3.936
2,0,0.243,1.048,0.382,4.306
2,0,0.252,1.075,0.393,4.261
2,0,0.264,1.037,0.427,3.921
2,0,0.302,1.032,0.449,3.412
2,0,0.316,1.064,0.482,3.37
2,0,0.294,1.115,0.464,3.79
2,0,0.301,1.062,0.458,3.529
2,0,0.294,1.025,0.437,3.481
2,0,0.32,1.046,0.49,3.264
2,0,0.37,1.061,0.543,2.866
2,0,0.315,1.059,0.485,3.361
2,0,0.337,1.019,0.514,3.026
2,0,0.311,1.045,0.508,3.355
2,0,0.292,1.05,0.455,3.6
2,0,0.306,1.024,0.48,3.348
2,0,0.329,1.014,0.472,3.085
2,0,0.312,1.015,0.508,3.249
2,0,0.268,1.061,0.438,3.959
2,0,0.322,1.013,0.467,3.143
2,0,0.293,1.073,0.439,3.66
2,0,0.309,1.056,0.478,3.417
2,0,0.292,1.045,0.477,3.583
2,0,0.302,1.044,0.469,3.453
2,0,0.186,1.048,0.388,5.621
2,0,0.246,1.022,0.4,4.161
2,0,0.18,1.052,0.361,5.855
2,0,0.294,1.016,0.483,3.453
2,0,0.331,1.054,0.53,3.182
2,0,0.238,1.052,0.496,4.413
2,0,0.203,1.056,0.409,5.217
2,0,0.278,1.08,0.448,3.883
2,0,0.246,1.05,0.432,4.277
2,0,0.168,1.027,0.395,6.099
2,0,0.321,1.017,0.496,3.166
2,0,0.281,1.103,0.447,3.923
2,0,0.273,0.958,0.436,3.505
2,0,0.305,1.135,0.486,3.727
2,0,0.298,1.09,0.491,3.657
2,0,0.292,1.107,0.463,3.793
2,0,0.303,1.021,0.477,3.365
2,0,0.261,1.088,0.434,4.164
2,0,0.285,1.067,0.452,3.752
2,0,0.373,1.066,0.542,2.859
2,0,0.319,1.061,0.478,3.328
2,0,0.35,1.05,0.511,3.004
2,0,0.355,1.057,0.525,2.981
2,0,0.362,1.061,0.514,2.934
