Respondent,Y,EAR,MAR,Circularity,MOE,EAR_N,MAR_N,Circularity_N,MOE_N
1,0,0.324,0.8059999999999999,0.47100000000000003,2.4859999999999998,-0.933612714602107,-0.7193209219325517,-0.3263376665824188,0.6701259389702591
1,0,0.35200000000000004,0.735,0.45399999999999996,2.086,0.3520179087843998,-2.6345128765779573,-0.8811116997725326,-3.5400893844031183
1,0,0.35100000000000003,0.809,0.499,2.302,0.30610252937773885,-0.6383973182151371,0.587407799848352,-1.266573109781492
1,0,0.306,0.772,0.433,2.522,-1.7600895439220043,-1.6364550973965473,-1.56642079959561,1.0490453180738635
1,0,0.305,0.7509999999999999,0.43799999999999994,2.459,-1.8060049233286652,-2.2029203234184314,-1.4032519663044025,0.38593640464255924
1,0,0.306,0.748,0.441,2.448,-1.7600895439220043,-2.28384392713584,-1.3053506663296752,0.27015548324979005
1,0,0.191,0.748,0.336,3.907,-7.040358175688009,-2.28384392713584,-4.731896165445069,15.626915875254188
1,0,0.305,0.753,0.43799999999999994,2.464,-1.8060049233286652,-2.1489712542734876,-1.4032519663044025,0.43856409618472536
1,0,0.235,0.7440000000000001,0.375,3.162,-5.0200814817949295,-2.3917420654257193,-3.459179265773637,7.78538983547127
1,0,0.342,0.77,0.473,2.249,-0.10713588528220976,-1.6904041665414882,-0.26107013326593687,-1.8244266401284641
1,0,0.265,0.745,0.39,2.8169999999999997,-3.642620099595101,-2.3647675308532516,-2.9696727659000093,4.15407911906173
1,0,0.325,0.792,0.466,2.439,-0.887697335195446,-1.0969644059471364,-0.48950649987362815,0.17542563847389014
1,0,0.33799999999999997,0.77,0.465,2.276,-0.29079740290885614,-1.6904041665414882,-0.5221402665318701,-1.5402371058007642
1,0,0.324,0.799,0.506,2.465,-0.933612714602107,-0.9081426639398426,0.8158441664560452,0.44908963449315764
1,0,0.33799999999999997,0.7929999999999999,0.466,2.343,-0.29079740290885614,-1.0699898713746687,-0.48950649987362815,-0.8350260391357216
1,0,0.35100000000000003,0.779,0.495,2.219,0.30610252937773885,-1.4476333553892533,0.45687273321538446,-2.14019278938147
1,0,0.306,0.764,0.434,2.5,-1.7600895439220043,-1.8522513739763116,-1.5337870329373682,0.8174834752883298
1,0,0.33299999999999996,0.8009999999999999,0.457,2.403,-0.5203742999421609,-0.8541935947949044,-0.783210399797805,-0.20349374062971426
1,0,0.306,0.8009999999999999,0.434,2.623,-1.7600895439220043,-0.8541935947949044,-1.5337870329373682,2.112124687225646
1,0,0.319,0.816,0.461,2.555,-1.1631896116354117,-0.44957557620784633,-0.6526753331648376,1.396388082252171
1,0,0.33399999999999996,0.7959999999999999,0.45299999999999996,2.385,-0.4744589205355,-0.9890662676572571,-0.9137454664307744,-0.3929534301815188
1,0,0.305,0.77,0.429,2.52,-1.8060049233286652,-1.6904041665414882,-1.6969558662285777,1.027994241456999
1,0,0.22699999999999998,0.767,0.371,3.3739999999999997,-5.387404517048218,-1.7713277702588999,-3.5897143324066048,10.016803956859158
1,0,0.28,0.79,0.42200000000000004,2.824,-2.9538894084951868,-1.1509134750920775,-1.925392232836269,4.227757887220765
1,0,0.292,0.833,0.391,2.8480000000000003,-2.4029048556152577,0.008991511524152854,-2.9370389992417674,4.480370806623172
1,0,0.305,0.871,0.429,2.853,-1.8060049233286652,1.0340238252780334,-1.6969558662285777,4.532998498165338
1,0,0.293,0.8490000000000001,0.396,2.8989999999999996,-2.3569894762085966,0.4405840646836845,-2.773870165950558,5.01717326035327
1,0,0.20600000000000002,0.877,0.309,4.268,-6.351627484588095,1.1958710327128568,-5.613007865217599,19.42663520459866
1,0,0.23600000000000002,0.833,0.37,3.531,-4.974166102388267,0.008991511524152854,-3.6223480990648467,11.669313471283214
1,0,0.315,0.85,0.449,2.7,-1.3468511292620555,0.46755859925615206,-1.0442805330637401,2.922591136975021
1,0,0.278,0.867,0.406,3.1210000000000004,-3.0457201673085086,0.9261256869881512,-2.447532499368139,7.3538427648255045
1,0,0.228,0.851,0.366,3.7319999999999998,-5.341489137641555,0.4945331338286226,-3.7528831656978143,13.784946671278332
1,0,0.235,0.8340000000000001,0.369,3.549,-5.0200814817949295,0.03596604609662639,-3.6549818657230886,11.858773160835014
1,0,0.29100000000000004,0.86,0.40299999999999997,2.96,-2.448820235021916,0.7373039449808575,-2.5454337993428666,5.659231097167715
1,0,0.314,0.831,0.456,2.645,-1.3927665086687167,-0.04495755762078823,-0.815844166456047,2.3436865300111798
1,0,0.278,0.843,0.381,3.032,-3.0457201673085086,0.27873685724885827,-3.263376665824186,6.4170698553749235
1,0,0.28600000000000003,0.85,0.433,2.968,-2.678397132055221,0.46755859925615206,-1.56642079959561,5.743435403635182
1,0,0.226,0.8590000000000001,0.319,3.805,-5.4333198964548775,0.7103294104083899,-5.28667019863518,14.553310967793978
1,0,0.305,0.845,0.424,2.7710000000000004,-1.8060049233286652,0.33268592639379935,-1.860124699519787,3.6699043568737975
1,0,0.3,0.873,0.387,2.9160000000000004,-2.03558182036197,1.0879728944229745,-3.0675740658747346,5.196107411596647
1,0,0.22,0.865,0.396,3.931,-5.708812172894842,0.8721766178432102,-2.773870165950558,15.879528794656592
1,0,0.243,0.845,0.38799999999999996,3.4730000000000003,-4.652758446541642,0.33268592639379935,-3.034940299216495,11.058832249394076
1,0,0.314,0.8440000000000001,0.45399999999999996,2.6860000000000004,-1.3927665086687167,0.3057113918213318,-0.8811116997725326,2.775233600656955
1,0,0.214,0.8320000000000001,0.374,3.89,-5.984304449334808,-0.017983023048314693,-3.491813032431879,15.447981724010821
1,0,0.273,0.8420000000000001,0.406,3.082,-3.2752970643418133,0.2517623226763907,-2.447532499368139,6.943346770796594
1,0,0.251,0.875,0.409,3.4810000000000003,-4.285435411288354,1.1419219635679156,-2.349631199393415,11.143036555861544
1,0,0.27899999999999997,0.818,0.38299999999999995,2.9339999999999997,-2.99980478790185,-0.39562650706290525,-3.198109132507704,5.3855671011484425
1,0,0.295,0.79,0.455,2.68,-2.2651587173952747,-1.1509134750920775,-0.8484779331142889,2.7120803708063517
1,0,0.314,0.8370000000000001,0.414,2.6630000000000003,-1.3927665086687167,0.11688964981403802,-2.186462366102206,2.533146219562984
1,0,0.314,0.828,0.449,2.635,-1.3927665086687167,-0.12588116133819985,-1.0442805330637401,2.2384311469268425
1,0,0.292,0.8740000000000001,0.43700000000000006,2.998,-2.4029048556152577,1.114947428995448,-1.4358857329626409,6.059201552888188
1,0,0.28,0.851,0.433,3.0410000000000004,-2.9538894084951868,0.4945331338286226,-1.56642079959561,6.511799700150828
1,0,0.174,0.8220000000000001,0.359,4.727,-7.820919625601245,-0.2877283687730201,-3.9813195323055073,24.257857288169618
1,0,0.251,0.851,0.409,3.384,-4.285435411288354,0.4945331338286226,-2.349631199393415,10.122059339943496
1,0,0.314,0.8440000000000001,0.449,2.687,-1.3927665086687167,0.3057113918213318,-1.0442805330637401,2.7857591389653824
1,0,0.305,0.8340000000000001,0.429,2.7319999999999998,-1.8060049233286652,0.03596604609662639,-1.6969558662285777,3.2594083628448867
1,0,0.28600000000000003,0.848,0.433,2.964,-2.678397132055221,0.413609530111211,-1.56642079959561,5.701333250401448
1,0,0.237,0.8640000000000001,0.41600000000000004,3.65,-4.928250722981608,0.8452020832707426,-2.1211948327857204,12.921852529986792
1,0,0.242,0.858,0.344,3.5460000000000003,-4.698673825948303,0.6833548758359164,-4.4708260321791355,11.827196545909716
1,0,0.28600000000000003,0.852,0.42100000000000004,2.975,-2.678397132055221,0.5215076684010931,-1.9580259994945108,5.817114171794217
1,0,0.25,0.8440000000000001,0.39,3.372,-4.331350790695016,0.3057113918213318,-2.9696727659000093,9.995752880242293
1,0,0.28600000000000003,0.8270000000000001,0.431,2.888,-2.678397132055221,-0.1528556959106674,-1.631688332912094,4.901392338960505
1,0,0.21899999999999997,0.799,0.341,3.6519999999999997,-5.754727552301505,-0.9081426639398426,-4.568727332153859,12.942903606603656
1,0,0.3,0.7859999999999999,0.457,2.6210000000000004,-2.03558182036197,-1.2588116133819627,-0.783210399797805,2.0910736106087815
1,0,0.16899999999999998,0.812,0.33899999999999997,4.811,-8.05049652263455,-0.5574737144977255,-4.633994865470345,25.142002506078022
1,0,0.266,0.856,0.43200000000000005,3.22,-3.59670472018844,0.6294058066909753,-1.5990545662538502,8.395871057360413
1,0,0.257,0.84,0.413,3.267,-4.009943134848388,0.19781325353144663,-2.219096132760448,8.890571357856782
1,0,0.278,0.868,0.41100000000000003,3.125,-3.0457201673085086,0.9531002215606218,-2.2843636660769295,7.395944918059233
1,0,0.27899999999999997,0.812,0.46,2.905,-2.99980478790185,-0.5574737144977255,-0.6853090998230794,5.080326490203873
1,0,0.294,0.8370000000000001,0.452,2.846,-2.311074096801936,0.11688964981403802,-0.9463792330890145,4.459319730006303
1,0,0.285,0.91,0.442,3.188,-2.7243125114618842,2.0860306736043843,-1.2727168996714333,8.059053831490543
1,0,0.278,0.938,0.451,3.3710000000000004,-3.0457201673085086,2.8413176416335566,-0.9790129997472563,9.985227341933866
1,0,0.294,0.866,0.456,2.95,-2.311074096801936,0.8991511524156807,-0.815844166456047,5.553975714083382
1,0,0.33799999999999997,0.8640000000000001,0.505,2.5540000000000003,-0.29079740290885614,0.8452020832707426,0.7832103997978033,1.3858625439437386
1,0,0.314,0.878,0.414,2.7969999999999997,-1.3927665086687167,1.2228455672853271,-2.186462366102206,3.94356835289306
1,0,0.249,0.882,0.365,3.542,-4.377266170101676,1.3307437055752094,-3.7855169323560562,11.785094392675978
1,0,0.294,0.9079999999999999,0.413,3.093,-2.311074096801936,2.0320816044594405,-2.219096132760448,7.059127692189363
1,0,0.294,0.89,0.419,3.0239999999999996,-2.311074096801936,1.5465399821549737,-2.0232935328109964,6.332865548907451
1,0,0.34299999999999997,0.857,0.473,2.497,-0.06122050587555134,0.6563803412634458,-0.26107013326593687,0.7859068603630283
1,0,0.242,0.87,0.413,3.596,-4.698673825948303,1.0070492907055628,-2.219096132760448,12.353473461331387
1,0,0.28800000000000003,0.862,0.444,2.9960000000000004,-2.586566373241899,0.7912530141257985,-1.2074493663549495,6.038150476271324
1,0,0.318,0.85,0.473,2.6689999999999996,-1.2091049910420728,0.46755859925615206,-0.26107013326593687,2.596299449413578
1,0,0.264,0.868,0.35700000000000004,3.282,-3.6885354790017617,0.9531002215606218,-4.046587065621989,9.048454432483284
1,0,0.303,0.884,0.446,2.9160000000000004,-1.897835682141987,1.3846927747201505,-1.1421818330384657,5.196107411596647
1,0,0.294,0.812,0.419,2.767,-2.311074096801936,-0.5574737144977255,-2.0232935328109964,3.627802203640059
1,0,0.308,0.884,0.449,2.867,-1.6682587851086823,1.3846927747201505,-1.0442805330637401,4.680356034483404
1,0,0.161,0.903,0.34,5.607,-8.417819557887837,1.8972089315970908,-4.601361098812101,33.520330999591046
1,0,0.258,0.899,0.385,3.4810000000000003,-3.9640277554417276,1.7893107933072085,-3.1328415991912184,11.143036555861544
1,0,0.304,0.897,0.48200000000000004,2.95,-1.8519203027353262,1.7353617241622674,0.03263376665824188,5.553975714083382
1,0,0.218,0.855,0.36200000000000004,3.917,-5.800642931708165,0.6024312721185048,-3.8834182323307798,15.732171258338521
1,0,0.302,0.865,0.44,2.8680000000000003,-1.943751061548648,0.8721766178432102,-1.337984432987917,4.690881572791842
1,0,0.225,0.89,0.384,3.951,-5.479235275861538,1.5465399821549737,-3.1654753658494603,16.09003956082526
1,0,0.228,0.9309999999999999,0.364,4.091,-5.341489137641555,2.652495899626263,-3.818150699014298,17.563614924005943
1,0,0.287,0.96,0.449,3.34,-2.6324817526485624,3.4347574022279086,-1.0442805330637401,9.658935654372423
1,0,0.294,0.922,0.419,3.14,-2.311074096801936,2.409725088474031,-2.0232935328109964,7.553827992685736
1,0,0.265,0.9490000000000001,0.401,3.576,-3.642620099595101,3.1380375219307357,-2.6107013326593487,12.142962695162717
1,0,0.308,0.951,0.447,3.0860000000000003,-1.6682587851086823,3.1919865910756737,-1.109548066380224,6.985448924030332
1,0,0.28,0.934,0.42200000000000004,3.3369999999999997,-2.9538894084951868,2.7334195033436774,-1.925392232836269,9.627359039447121
1,0,0.185,0.98,0.359,5.2860000000000005,-7.315850452127975,3.9742480936773195,-3.9813195323055073,30.141633202583915
1,0,0.172,0.907,0.335,5.281000000000001,-7.912750384414568,2.005107069886973,-4.7645299321033105,30.089005511041748
1,0,0.28,0.94,0.424,3.36,-2.9538894084951868,2.8952667107784977,-1.860124699519787,9.869446420541092
1,0,0.226,0.909,0.39,4.016,-5.4333198964548775,2.059056139031914,-2.9696727659000093,16.774199550873433
1,0,0.325,0.951,0.48100000000000004,2.931,-0.887697335195446,3.1919865910756737,0.0,5.353990486223146
1,0,0.265,0.9670000000000001,0.409,3.645,-3.642620099595101,3.6235791442352054,-2.349631199393415,12.869224838444625
1,0,0.28,0.917,0.42700000000000005,3.2760000000000002,-2.9538894084951868,2.2748524156116785,-1.7622233995450596,8.985301202632686
1,0,0.278,0.915,0.41100000000000003,3.295,-3.0457201673085086,2.2209033464667374,-2.2843636660769295,9.18528643049292
1,0,0.294,0.907,0.461,3.0810000000000004,-2.311074096801936,2.005107069886973,-0.6526753331648376,6.932821232488166
1,0,0.242,0.934,0.355,3.8680000000000003,-4.698673825948303,2.7334195033436774,-4.111854598938475,15.216419881225287
1,0,0.272,0.924,0.425,3.392,-3.3212124437484745,2.4636741576189722,-1.8274909328615452,10.206263646410962
1,0,0.303,0.917,0.446,3.031,-1.897835682141987,2.2748524156116785,-1.1421818330384657,6.406544317066491
1,0,0.295,0.934,0.467,3.165,-2.2651587173952747,2.7334195033436774,-0.4568727332153863,7.8169664503965715
1,0,0.28800000000000003,0.958,0.444,3.325,-2.586566373241899,3.3808083330829675,-1.2074493663549495,9.501052579745924
1,0,0.293,0.899,0.413,3.069,-2.3569894762085966,1.7893107933072085,-2.219096132760448,6.80651477278696
1,0,0.285,0.932,0.396,3.265,-2.7243125114618842,2.6794704341987363,-2.773870165950558,8.869520281239916
1,0,0.28,0.915,0.42200000000000004,3.2680000000000002,-2.9538894084951868,2.2209033464667374,-1.925392232836269,8.90109689616522
1,0,0.285,0.934,0.396,3.275,-2.7243125114618842,2.7334195033436774,-2.773870165950558,8.97477566432425
1,0,0.28,0.89,0.428,3.1830000000000003,-2.9538894084951868,1.5465399821549737,-1.7295896328868197,8.006426139948376
1,0,0.28800000000000003,0.9229999999999999,0.449,3.2,-2.586566373241899,2.4366996230464983,-1.0442805330637401,8.185360291191744
1,0,0.294,0.941,0.419,3.207,-2.311074096801936,2.9222412453509685,-2.0232935328109964,8.259039059350775
1,0,0.3,0.9520000000000001,0.423,3.174,-2.03558182036197,3.218961125648147,-1.892758466178029,7.911696295172471
1,0,0.32299999999999995,0.9259999999999999,0.479,2.87,-0.9795280940087705,2.5176232267639103,-0.06526753331648556,4.7119326494087055
1,0,0.285,0.934,0.44299999999999995,3.273,-2.7243125114618842,2.7334195033436774,-1.2400831330131932,8.953724587707384
1,0,0.28800000000000003,0.899,0.451,3.12,-2.586566373241899,1.7893107933072085,-0.9790129997472563,7.343317226517067
1,0,0.273,0.97,0.42200000000000004,3.549,-3.2752970643418133,3.704502747952614,-1.925392232836269,11.858773160835014
1,0,0.272,0.905,0.425,3.323,-3.3212124437484745,1.9511580007420317,-1.8274909328615452,9.480001503129055
1,0,0.28600000000000003,0.917,0.39899999999999997,3.2060000000000004,-2.678397132055221,2.2748524156116785,-2.675968865975834,8.248513521042346
1,0,0.228,0.934,0.364,4.105,-5.341489137641555,2.7334195033436774,-3.818150699014298,17.710972460324015
1,0,0.28,0.893,0.424,3.194,-2.9538894084951868,1.6274635858723854,-1.860124699519787,8.122207061341141
1,0,0.27899999999999997,0.9490000000000001,0.426,3.398,-2.99980478790185,3.1380375219307357,-1.7948571662033033,10.269416876261566
1,0,0.264,0.924,0.402,3.4930000000000003,-3.6885354790017617,2.4636741576189722,-2.5780675660011068,11.269343015562745
1,0,0.25,0.893,0.40700000000000003,3.573,-4.331350790695016,1.6274635858723854,-2.414898732709897,12.111386080237416
1,0,0.271,0.9279999999999999,0.40299999999999997,3.42,-3.367127823155135,2.5715722959088514,-2.5454337993428666,10.5009787190471
1,0,0.264,0.9259999999999999,0.433,3.5010000000000003,-3.6885354790017617,2.5176232267639103,-1.56642079959561,11.353547322030213
1,0,0.218,0.9159999999999999,0.364,4.197,-5.800642931708165,2.2478778810392046,-3.818150699014298,18.67932198469989
1,0,0.257,0.9259999999999999,0.376,3.602,-4.009943134848388,2.5176232267639103,-3.4265454991153956,12.416626691181985
1,0,0.294,0.875,0.45899999999999996,2.9730000000000003,-2.311074096801936,1.1419219635679156,-0.7179428664813231,5.796063095177353
1,0,0.272,0.919,0.40299999999999997,3.3789999999999996,-3.3212124437484745,2.328801484756619,-2.5454337993428666,10.069431648401324
1,0,0.212,0.934,0.368,4.416,-6.076135208148131,2.7334195033436774,-3.6876156323813305,20.984414874246816
1,0,0.18,0.94,0.32799999999999996,5.216,-7.5454273491612796,2.8952667107784977,-4.992966298711005,29.40484552099357
1,0,0.273,0.9079999999999999,0.42200000000000004,3.322,-3.2752970643418133,2.0320816044594405,-1.925392232836269,9.469475964820623
1,0,0.28600000000000003,0.792,0.384,2.772,-2.678397132055221,-1.0969644059471364,-3.1654753658494603,3.680429895182225
1,0,0.28,0.732,0.405,2.616,-2.9538894084951868,-2.7154364802953688,-2.480166266026381,2.0384459190666107
1,0,0.272,0.7509999999999999,0.442,2.759,-3.3212124437484745,-2.2029203234184314,-1.2727168996714333,3.543597897172591
1,0,0.299,0.7,0.41100000000000003,2.338,-2.081497199768631,-3.578621586614426,-2.2843636660769295,-0.8876537306778877
1,0,0.243,0.743,0.39399999999999996,3.0610000000000004,-4.652758446541642,-2.4187165999981928,-2.8391376992670434,6.722310466319497
1,0,0.222,0.718,0.36,3.2319999999999998,-5.616981414081521,-3.0930799643099562,-3.9486857656472654,8.52217751706161
1,0,0.28600000000000003,0.7,0.41600000000000004,2.444,-2.678397132055221,-3.578621586614426,-2.1211948327857204,0.22805333001605624
1,0,0.308,0.669,0.47100000000000003,2.169,-1.6682587851086823,-4.41483215836101,-0.3263376665824188,-2.6664697048031405
1,0,0.198,0.637,0.326,3.218,-6.718950519841383,-5.278017264680067,-5.058233832027487,8.374819980743544
1,0,0.25,0.754,0.35,3.0180000000000002,-4.331350790695016,-2.1219967197010168,-4.275023432229684,6.2697123190568576
1,0,0.23600000000000002,0.767,0.345,3.248,-4.974166102388267,-1.7713277702588999,-4.438192265520894,8.69058612999655
1,0,0.25,0.778,0.423,3.1180000000000003,-4.331350790695016,-1.4746078899617239,-1.892758466178029,7.322266149900202
1,0,0.257,0.6779999999999999,0.392,2.64,-4.009943134848388,-4.172061347208778,-2.9044052325835255,2.2910588384690134
1,0,0.2,0.778,0.359,3.8930000000000002,-6.6271197610280606,-1.4746078899617239,-3.9813195323055073,15.479558338936123
1,0,0.324,0.7170000000000001,0.424,2.21,-0.933612714602107,-3.120054498882424,-1.860124699519787,-2.23492263415737
1,0,0.285,0.934,0.396,3.275,-2.7243125114618842,2.7334195033436774,-2.773870165950558,8.97477566432425
1,0,0.28,0.89,0.428,3.1830000000000003,-2.9538894084951868,1.5465399821549737,-1.7295896328868197,8.006426139948376
1,0,0.28800000000000003,0.9229999999999999,0.449,3.2,-2.586566373241899,2.4366996230464983,-1.0442805330637401,8.185360291191744
1,0,0.294,0.941,0.419,3.207,-2.311074096801936,2.9222412453509685,-2.0232935328109964,8.259039059350775
1,0,0.3,0.9520000000000001,0.423,3.174,-2.03558182036197,3.218961125648147,-1.892758466178029,7.911696295172471
1,0,0.32299999999999995,0.9259999999999999,0.479,2.87,-0.9795280940087705,2.5176232267639103,-0.06526753331648556,4.7119326494087055
1,0,0.285,0.934,0.44299999999999995,3.273,-2.7243125114618842,2.7334195033436774,-1.2400831330131932,8.953724587707384
1,0,0.28800000000000003,0.899,0.451,3.12,-2.586566373241899,1.7893107933072085,-0.9790129997472563,7.343317226517067
1,0,0.273,0.97,0.42200000000000004,3.549,-3.2752970643418133,3.704502747952614,-1.925392232836269,11.858773160835014
1,0,0.272,0.905,0.425,3.323,-3.3212124437484745,1.9511580007420317,-1.8274909328615452,9.480001503129055
1,0,0.28600000000000003,0.917,0.39899999999999997,3.2060000000000004,-2.678397132055221,2.2748524156116785,-2.675968865975834,8.248513521042346
1,0,0.228,0.934,0.364,4.105,-5.341489137641555,2.7334195033436774,-3.818150699014298,17.710972460324015
1,0,0.28,0.893,0.424,3.194,-2.9538894084951868,1.6274635858723854,-1.860124699519787,8.122207061341141
1,0,0.27899999999999997,0.9490000000000001,0.426,3.398,-2.99980478790185,3.1380375219307357,-1.7948571662033033,10.269416876261566
1,0,0.264,0.924,0.402,3.4930000000000003,-3.6885354790017617,2.4636741576189722,-2.5780675660011068,11.269343015562745
1,0,0.25,0.893,0.40700000000000003,3.573,-4.331350790695016,1.6274635858723854,-2.414898732709897,12.111386080237416
1,0,0.271,0.9279999999999999,0.40299999999999997,3.42,-3.367127823155135,2.5715722959088514,-2.5454337993428666,10.5009787190471
1,0,0.264,0.9259999999999999,0.433,3.5010000000000003,-3.6885354790017617,2.5176232267639103,-1.56642079959561,11.353547322030213
1,0,0.218,0.9159999999999999,0.364,4.197,-5.800642931708165,2.2478778810392046,-3.818150699014298,18.67932198469989
1,0,0.257,0.9259999999999999,0.376,3.602,-4.009943134848388,2.5176232267639103,-3.4265454991153956,12.416626691181985
1,0,0.294,0.875,0.45899999999999996,2.9730000000000003,-2.311074096801936,1.1419219635679156,-0.7179428664813231,5.796063095177353
1,0,0.272,0.919,0.40299999999999997,3.3789999999999996,-3.3212124437484745,2.328801484756619,-2.5454337993428666,10.069431648401324
1,0,0.212,0.934,0.368,4.416,-6.076135208148131,2.7334195033436774,-3.6876156323813305,20.984414874246816
1,0,0.18,0.94,0.32799999999999996,5.216,-7.5454273491612796,2.8952667107784977,-4.992966298711005,29.40484552099357
1,0,0.273,0.9079999999999999,0.42200000000000004,3.322,-3.2752970643418133,2.0320816044594405,-1.925392232836269,9.469475964820623
1,0,0.28600000000000003,0.792,0.384,2.772,-2.678397132055221,-1.0969644059471364,-3.1654753658494603,3.680429895182225
1,0,0.28,0.732,0.405,2.616,-2.9538894084951868,-2.7154364802953688,-2.480166266026381,2.0384459190666107
1,0,0.272,0.7509999999999999,0.442,2.759,-3.3212124437484745,-2.2029203234184314,-1.2727168996714333,3.543597897172591
1,0,0.299,0.7,0.41100000000000003,2.338,-2.081497199768631,-3.578621586614426,-2.2843636660769295,-0.8876537306778877
1,0,0.243,0.743,0.39399999999999996,3.0610000000000004,-4.652758446541642,-2.4187165999981928,-2.8391376992670434,6.722310466319497
1,0,0.222,0.718,0.36,3.2319999999999998,-5.616981414081521,-3.0930799643099562,-3.9486857656472654,8.52217751706161
1,0,0.28600000000000003,0.7,0.41600000000000004,2.444,-2.678397132055221,-3.578621586614426,-2.1211948327857204,0.22805333001605624
1,0,0.308,0.669,0.47100000000000003,2.169,-1.6682587851086823,-4.41483215836101,-0.3263376665824188,-2.6664697048031405
1,0,0.198,0.637,0.326,3.218,-6.718950519841383,-5.278017264680067,-5.058233832027487,8.374819980743544
1,0,0.25,0.754,0.35,3.0180000000000002,-4.331350790695016,-2.1219967197010168,-4.275023432229684,6.2697123190568576
1,0,0.23600000000000002,0.767,0.345,3.248,-4.974166102388267,-1.7713277702588999,-4.438192265520894,8.69058612999655
1,0,0.258,0.899,0.385,3.4810000000000003,-3.9640277554417276,1.7893107933072085,-3.1328415991912184,11.143036555861544
1,0,0.304,0.897,0.48200000000000004,2.95,-1.8519203027353262,1.7353617241622674,0.03263376665824188,5.553975714083382
1,0,0.218,0.855,0.36200000000000004,3.917,-5.800642931708165,0.6024312721185048,-3.8834182323307798,15.732171258338521
1,0,0.302,0.865,0.44,2.8680000000000003,-1.943751061548648,0.8721766178432102,-1.337984432987917,4.690881572791842
1,0,0.225,0.89,0.384,3.951,-5.479235275861538,1.5465399821549737,-3.1654753658494603,16.09003956082526
1,0,0.228,0.9309999999999999,0.364,4.091,-5.341489137641555,2.652495899626263,-3.818150699014298,17.563614924005943
1,0,0.287,0.96,0.449,3.34,-2.6324817526485624,3.4347574022279086,-1.0442805330637401,9.658935654372423
1,0,0.294,0.922,0.419,3.14,-2.311074096801936,2.409725088474031,-2.0232935328109964,7.553827992685736
1,0,0.265,0.9490000000000001,0.401,3.576,-3.642620099595101,3.1380375219307357,-2.6107013326593487,12.142962695162717
1,0,0.308,0.951,0.447,3.0860000000000003,-1.6682587851086823,3.1919865910756737,-1.109548066380224,6.985448924030332
1,0,0.28,0.934,0.42200000000000004,3.3369999999999997,-2.9538894084951868,2.7334195033436774,-1.925392232836269,9.627359039447121
1,0,0.185,0.98,0.359,5.2860000000000005,-7.315850452127975,3.9742480936773195,-3.9813195323055073,30.141633202583915
1,0,0.258,0.899,0.385,3.4810000000000003,-3.9640277554417276,1.7893107933072085,-3.1328415991912184,11.143036555861544
