Respondent,Y,EAR,MAR,Circularity,MOE
1,0,0.324,0.717,0.424,2.21
1,0,0.285,0.934,0.396,3.275
1,0,0.28,0.89,0.428,3.183
1,0,0.288,0.923,0.449,3.2
1,0,0.294,0.941,0.419,3.207
1,0,0.3,0.952,0.423,3.174
1,0,0.323,0.926,0.479,2.87
1,0,0.285,0.934,0.443,3.273
1,0,0.288,0.899,0.451,3.12
1,0,0.273,0.97,0.422,3.549
1,0,0.272,0.905,0.425,3.323
1,0,0.286,0.917,0.399,3.206
1,0,0.228,0.934,0.364,4.105
1,0,0.28,0.893,0.424,3.194
1,0,0.279,0.949,0.426,3.398
1,0,0.264,0.924,0.402,3.493
1,0,0.25,0.893,0.407,3.573
1,0,0.271,0.928,0.403,3.42
1,0,0.264,0.926,0.433,3.501
1,0,0.218,0.916,0.364,4.197
1,0,0.257,0.926,0.376,3.602
1,0,0.294,0.875,0.459,2.973
1,0,0.272,0.919,0.403,3.379
1,0,0.212,0.934,0.368,4.416
1,0,0.18,0.94,0.328,5.216
1,0,0.273,0.908,0.422,3.322
1,0,0.286,0.792,0.384,2.772
1,0,0.28,0.732,0.405,2.616
1,0,0.272,0.751,0.442,2.759
1,0,0.299,0.7,0.411,2.338
1,0,0.243,0.743,0.394,3.061
1,0,0.222,0.718,0.36,3.232
1,0,0.286,0.7,0.416,2.444
1,0,0.308,0.669,0.471,2.169
1,0,0.198,0.637,0.326,3.218
1,0,0.25,0.754,0.35,3.018
1,0,0.236,0.767,0.345,3.248
1,0,0.258,0.899,0.385,3.481
1,0,0.304,0.897,0.482,2.95
1,0,0.218,0.855,0.362,3.917
1,0,0.302,0.865,0.44,2.868
1,0,0.225,0.89,0.384,3.951
1,0,0.228,0.931,0.364,4.091
1,0,0.287,0.96,0.449,3.34
1,0,0.294,0.922,0.419,3.14
1,0,0.265,0.949,0.401,3.576
1,0,0.308,0.951,0.447,3.086
1,0,0.28,0.934,0.422,3.337
1,0,0.185,0.98,0.359,5.286
1,0,0.258,0.899,0.385,3.481
1,0,0.304,0.897,0.482,2.95
1,0,0.218,0.855,0.362,3.917
1,0,0.302,0.865,0.44,2.868
1,0,0.225,0.89,0.384,3.951
1,0,0.228,0.931,0.364,4.091
1,0,0.287,0.96,0.449,3.34
1,0,0.294,0.922,0.419,3.14
1,0,0.265,0.949,0.401,3.576
1,0,0.308,0.951,0.447,3.086
1,0,0.28,0.934,0.422,3.337
1,0,0.185,0.98,0.359,5.286
1,0,0.294,0.922,0.419,3.14
1,0,0.265,0.949,0.401,3.576
1,0,0.308,0.951,0.447,3.086
1,0,0.28,0.934,0.422,3.337
1,0,0.185,0.98,0.359,5.286
1,1,0.264,1.15,0.392,4.353
1,1,0.368,1.182,0.532,3.212
1,1,0.308,1.225,0.447,3.974
1,1,0.131,1.182,0.304,9.005
1,1,0.317,1.214,0.467,3.827
1,1,0.337,1.157,0.464,3.434
1,1,0.327,1.142,0.447,3.49
1,1,0.159,1.022,0.361,6.437
1,1,0.208,0.883,0.389,4.249
1,1,0.314,1.062,0.453,3.385
1,1,0.316,1.09,0.422,3.451
1,1,0.353,1.039,0.496,2.943
1,1,0.338,1.063,0.459,3.148
1,1,0.272,1.066,0.376,3.925
1,1,0.323,1.04,0.438,3.222
1,1,0.166,1.056,0.353,6.371
1,1,0.339,1.011,0.48,2.98
1,1,0.293,1.077,0.437,3.673
1,1,0.331,1.132,0.469,3.414
1,1,0.321,1.199,0.481,3.73
1,1,0.219,1.194,0.409,5.443
1,1,0.336,1.202,0.464,3.58
1,1,0.311,1.194,0.5,3.839
1,1,0.281,1.192,0.435,4.246
1,1,0.257,1.111,0.395,4.327
1,1,0.303,1.091,0.429,3.602
1,1,0.303,1.104,0.436,3.642
1,1,0.28,1.084,0.455,3.873
1,1,0.177,1.066,0.344,6.023
1,1,0.288,1.065,0.453,3.695
1,1,0.303,1.104,0.436,3.642
1,1,0.177,1.105,0.353,6.231
1,1,0.272,1.074,0.405,3.944
1,1,0.275,1.158,0.425,4.206
1,1,0.25,1.104,0.414,4.416
1,1,0.313,1.081,0.506,3.449
1,1,0.284,1.125,0.437,3.963
1,1,0.257,1.062,0.376,4.133
1,1,0.297,1.138,0.414,3.836
1,1,0.168,1.31,0.379,7.784
1,1,0.377,1.291,0.55,3.422
1,1,0.348,1.16,0.485,3.329
1,1,0.206,1.188,0.332,5.772
1,1,0.29,1.157,0.44,3.989
1,1,0.29,1.112,0.442,3.839
1,1,0.333,1.112,0.454,3.343
1,1,0.318,1.129,0.47,3.553
1,1,0.338,1.121,0.466,3.319
1,1,0.272,1.151,0.409,4.24
1,1,0.35,1.236,0.533,3.529
1,1,0.296,1.176,0.414,3.968
1,1,0.16,1.074,0.331,6.695
1,1,0.274,1.072,0.379,3.918
1,1,0.29,1.135,0.411,3.917
1,1,0.184,1.066,0.375,5.785
1,1,0.257,1.113,0.385,4.331
1,1,0.25,1.085,0.383,4.343
1,1,0.258,1.072,0.402,4.156
1,1,0.259,1.073,0.435,4.144
1,1,0.267,1.057,0.461,3.952
1,1,0.258,1.112,0.436,4.313
1,1,0.265,1.082,0.402,4.077
1,1,0.233,1.122,0.385,4.821
1,1,0.318,1.163,0.452,3.658
1,1,0.344,1.166,0.477,3.393
1,1,0.258,1.102,0.386,4.274
1,1,0.296,1.117,0.374,3.77
1,1,0.306,1.14,0.436,3.728
1,1,0.257,1.125,0.376,4.38
1,1,0.297,1.129,0.459,3.804
1,1,0.145,1.12,0.302,7.728
1,1,0.242,1.135,0.36,4.69
1,1,0.258,1.169,0.382,4.54
1,1,0.209,1.065,0.387,5.106
1,1,0.16,1.076,0.318,6.712
1,1,0.173,1.098,0.321,6.34
1,1,0.227,1.124,0.411,4.951
1,1,0.281,1.147,0.426,4.086
1,1,0.266,1.137,0.404,4.272
1,1,0.297,1.121,0.454,3.779
1,1,0.274,1.085,0.409,3.965
1,1,0.226,1.137,0.364,5.018
1,1,0.206,1.077,0.387,5.234
1,1,0.288,1.114,0.394,3.87
1,1,0.225,1.054,0.364,4.677
1,1,0.281,1.133,0.418,4.03
1,1,0.281,1.125,0.462,4.002
1,1,0.14,1.047,0.34,7.47
1,1,0.258,1.046,0.384,4.055
1,1,0.259,1.076,0.418,4.155
1,1,0.233,1.018,0.363,4.372
1,1,0.249,1.054,0.362,4.227
1,1,0.266,1.057,0.443,3.972
1,1,0.281,1.095,0.417,3.895
1,1,0.268,1.036,0.458,3.863
1,1,0.258,1.066,0.426,4.127
1,1,0.226,1.056,0.409,4.681
1,1,0.225,1.085,0.317,4.814
1,1,0.204,1.076,0.396,5.278
1,1,0.171,1.078,0.318,6.311
1,1,0.141,1.069,0.362,7.59
1,1,0.178,1.105,0.308,6.222
1,1,0.249,1.085,0.411,4.351
1,1,0.225,1.085,0.415,4.827
1,1,0.21,1.057,0.369,5.023
1,1,0.242,1.056,0.384,4.366
1,1,0.257,1.096,0.417,4.258
1,1,0.25,1.066,0.366,4.265
1,1,0.242,1.066,0.39,4.407
1,1,0.295,1.088,0.444,3.689
1,1,0.303,1.109,0.43,3.663
1,1,0.283,1.076,0.432,3.807
1,1,0.234,1.098,0.387,4.694
1,1,0.281,1.101,0.421,3.922
1,1,0.168,1.05,0.338,6.256
1,1,0.217,1.078,0.389,4.959
1,1,0.303,1.128,0.467,3.723
1,1,0.274,1.138,0.41,4.154
1,1,0.303,1.104,0.467,3.644
1,1,0.339,1.137,0.467,3.354
1,1,0.194,1.067,0.343,5.502
1,1,0.322,1.114,0.475,3.455
1,1,0.307,1.128,0.429,3.671
1,1,0.163,1.112,0.383,6.823
1,1,0.155,1.121,0.271,7.24
1,1,0.189,1.118,0.342,5.906
1,1,0.172,1.131,0.316,6.574
1,1,0.196,1.119,0.312,5.699
1,1,0.179,1.109,0.339,6.187
1,1,0.216,1.162,0.341,5.373
1,1,0.207,1.098,0.369,5.312
1,1,0.185,1.098,0.375,5.951
1,1,0.168,1.112,0.356,6.623
1,1,0.283,1.131,0.433,3.993
1,1,0.19,1.142,0.34,6.028
1,1,0.226,1.078,0.361,4.777
1,1,0.328,1.098,0.482,3.347
1,1,0.202,1.162,0.362,5.745
1,1,0.295,1.109,0.444,3.763
1,1,0.298,1.08,0.416,3.628
1,1,0.273,1.087,0.396,3.976
1,1,0.304,1.087,0.388,3.579
1,1,0.273,1.07,0.396,3.914
1,1,0.251,1.107,0.356,4.412
1,1,0.182,1.061,0.298,5.815
1,1,0.25,1.107,0.333,4.43
1,1,0.216,1.109,0.338,5.146
1,1,0.217,1.109,0.396,5.104
1,1,0.216,1.118,0.344,5.171
1,1,0.209,1.121,0.343,5.356
1,1,0.243,1.071,0.345,4.415
1,1,0.211,1.08,0.294,5.129
1,1,0.137,1.098,0.3,8.034
1,1,0.173,1.076,0.294,6.214
1,1,0.209,1.142,0.343,5.46
1,1,0.241,1.109,0.392,4.595
1,1,0.174,1.107,0.316,6.372
1,1,0.135,1.118,0.287,8.298
1,1,0.199,1.107,0.313,5.562
1,1,0.171,1.078,0.266,6.286
1,1,0.227,1.112,0.318,4.907
1,1,0.154,1.069,0.296,6.958
1,1,0.185,1.072,0.352,5.782
1,1,0.241,1.121,0.392,4.643
1,1,0.233,1.111,0.339,4.763
1,1,0.21,1.111,0.322,5.3
1,1,0.243,1.139,0.345,4.696
1,1,0.243,1.124,0.345,4.634
1,1,0.154,1.087,0.296,7.072
1,1,0.21,1.143,0.373,5.431
1,1,0.194,1.139,0.349,5.857
1,1,0.243,1.136,0.345,4.682
1,1,0.225,1.089,0.317,4.834
1,1,0.242,1.121,0.343,4.634
1,1,0.227,1.128,0.32,4.972
1,1,0.183,1.089,0.319,5.954
1,1,0.258,1.1,0.422,4.262
1,1,0.25,1.132,0.363,4.531
1,1,0.217,1.132,0.342,5.228
1,1,0.217,1.102,0.342,5.09
1,1,0.267,1.154,0.436,4.329
1,1,0.233,1.121,0.339,4.806
1,1,0.274,1.147,0.419,4.187
1,1,0.218,1.114,0.342,5.111
1,1,0.233,1.122,0.369,4.812
1,1,0.233,1.112,0.419,4.769
1,1,0.26,1.103,0.378,4.243
1,1,0.234,1.124,0.371,4.805
1,1,0.217,1.136,0.342,5.245
1,1,0.19,1.121,0.336,5.914
1,1,0.26,1.125,0.389,4.329
1,1,0.233,1.124,0.339,4.82
1,1,0.233,1.096,0.391,4.699
1,1,0.219,1.102,0.294,5.03
1,1,0.206,1.082,0.338,5.243
1,1,0.258,1.124,0.382,4.365
1,1,0.28,1.041,0.421,3.719
1,1,0.177,1.107,0.301,6.253
1,1,0.231,1.098,0.4,4.751
1,1,0.294,1.137,0.417,3.874
1,1,0.209,1.112,0.339,5.316
1,1,0.184,1.136,0.341,6.179
1,1,0.167,1.124,0.385,6.747
1,1,0.289,1.085,0.405,3.753
1,1,0.251,1.101,0.41,4.38
1,1,0.25,1.134,0.41,4.527
1,1,0.184,1.122,0.347,6.103
1,1,0.225,1.112,0.364,4.936
1,1,0.183,1.095,0.347,5.982
1,1,0.172,1.126,0.349,6.542
1,1,0.122,1.106,0.361,9.101
1,1,0.163,1.1,0.311,6.743
1,1,0.258,1.092,0.382,4.242
1,1,0.14,1.09,0.309,7.799
1,1,0.207,1.059,0.369,5.12
1,1,0.28,1.168,0.378,4.17
1,1,0.289,1.135,0.463,3.922
1,1,0.302,1.147,0.416,3.803
1,1,0.189,1.175,0.284,6.228
1,1,0.164,1.123,0.263,6.837
1,1,0.264,1.05,0.357,3.984
1,1,0.3,1.034,0.432,3.442
1,1,0.227,1.113,0.366,4.894
1,1,0.173,1.104,0.393,6.373
1,1,0.168,1.067,0.33,6.366
1,1,0.302,1.087,0.439,3.605
1,1,0.269,1.048,0.441,3.89
1,1,0.255,1.084,0.398,4.249
1,1,0.244,1.02,0.43,4.171
1,1,0.192,1.071,0.319,5.585
1,1,0.207,1.04,0.318,5.029
1,1,0.245,1.061,0.394,4.328
1,1,0.272,1.087,0.424,3.992
1,1,0.314,1.018,0.453,3.245
1,1,0.266,1.037,0.435,3.897
1,1,0.176,1.068,0.385,6.067
1,1,0.168,1.067,0.33,6.366
1,1,0.288,1.1,0.398,3.826
1,1,0.282,1.035,0.426,3.676
1,1,0.257,1.043,0.353,4.06
2,0,0.315,0.826,0.467,2.62
2,0,0.276,0.848,0.426,3.067
2,0,0.24,0.832,0.37,3.463
2,0,0.153,0.978,0.318,6.387
2,0,0.308,0.815,0.427,2.646
2,0,0.298,0.84,0.43,2.815
2,0,0.324,0.856,0.491,2.639
2,0,0.309,0.827,0.432,2.677
2,0,0.305,0.846,0.462,2.771
2,0,0.292,0.877,0.413,3
2,0,0.274,0.891,0.395,3.249
2,0,0.321,0.848,0.46,2.645
2,0,0.313,0.88,0.462,2.811
2,0,0.28,0.869,0.412,3.103
2,0,0.292,0.894,0.439,3.063
2,0,0.309,0.86,0.454,2.785
2,0,0.283,0.874,0.421,3.085
2,0,0.294,0.868,0.466,2.95
2,0,0.285,0.878,0.418,3.082
2,0,0.25,0.861,0.405,3.444
2,0,0.316,0.827,0.454,2.618
2,0,0.283,0.783,0.448,2.767
2,0,0.297,0.823,0.438,2.768
2,0,0.305,0.819,0.45,2.687
2,0,0.305,0.84,0.45,2.757
2,0,0.327,0.839,0.455,2.566
2,0,0.327,0.846,0.455,2.586
2,0,0.334,0.87,0.453,2.601
2,0,0.24,0.834,0.376,3.473
2,0,0.35,0.835,0.464,2.388
2,0,0.327,0.861,0.459,2.632
2,0,0.343,0.823,0.484,2.402
2,0,0.307,0.831,0.423,2.706
2,0,0.339,0.84,0.505,2.479
2,0,0.325,0.845,0.47,2.603
2,0,0.335,0.84,0.469,2.509
2,0,0.347,0.823,0.491,2.368
2,0,0.321,0.85,0.459,2.652
2,0,0.304,0.829,0.417,2.731
2,0,0.328,0.853,0.458,2.6
2,0,0.333,0.852,0.441,2.558
2,0,0.319,0.929,0.465,2.91
2,0,0.315,0.893,0.45,2.839
2,0,0.306,0.878,0.458,2.869
2,0,0.269,0.88,0.437,3.271
2,0,0.274,0.9,0.405,3.288
2,0,0.288,0.929,0.416,3.224
2,0,0.265,0.891,0.432,3.363
2,0,0.33,0.9,0.461,2.732
2,0,0.302,0.855,0.441,2.832
2,0,0.305,0.859,0.448,2.812
2,0,0.295,0.879,0.468,2.981
2,0,0.304,0.904,0.452,2.974
2,0,0.316,0.925,0.457,2.922
2,0,0.316,0.91,0.457,2.875
2,0,0.299,0.919,0.438,3.068
2,0,0.322,0.905,0.471,2.812
2,0,0.344,0.908,0.502,2.639
2,0,0.316,0.869,0.48,2.747
2,0,0.317,0.911,0.478,2.875
2,0,0.31,0.902,0.46,2.914
2,0,0.314,0.896,0.474,2.855
2,0,0.288,0.88,0.438,3.057
2,0,0.305,0.896,0.451,2.937
2,0,0.308,0.885,0.454,2.875
2,0,0.228,0.899,0.374,3.945
2,0,0.307,0.924,0.452,3.009
2,0,0.309,0.915,0.46,2.956
2,0,0.31,0.902,0.46,2.909
2,0,0.25,0.878,0.384,3.507
2,0,0.317,0.89,0.457,2.803
2,0,0.313,0.91,0.447,2.91
2,0,0.342,0.879,0.47,2.573
2,0,0.32,0.931,0.462,2.91
2,0,0.32,0.877,0.46,2.741
2,0,0.295,0.932,0.429,3.159
2,0,0.312,0.887,0.448,2.843
2,0,0.312,0.901,0.45,2.886
2,0,0.298,0.909,0.435,3.051
2,0,0.31,0.924,0.443,2.978
2,0,0.298,0.887,0.439,2.977
2,0,0.291,0.938,0.44,3.225
2,0,0.288,0.904,0.434,3.138
2,0,0.308,0.887,0.456,2.882
2,0,0.305,0.925,0.454,3.032
2,0,0.232,0.929,0.381,4.001
2,0,0.236,0.911,0.393,3.859
2,0,0.293,0.867,0.446,2.953
2,0,0.286,0.819,0.419,2.863
2,0,0.228,0.894,0.358,3.923
2,0,0.244,0.784,0.394,3.209
2,0,0.302,0.764,0.429,2.529
2,0,0.282,0.852,0.417,3.02
2,0,0.283,0.831,0.42,2.936
2,0,0.258,0.808,0.426,3.136
2,0,0.177,0.988,0.337,5.594
2,0,0.289,0.871,0.413,3.019
2,0,0.285,0.842,0.425,2.953
2,0,0.296,0.897,0.434,3.028
2,0,0.312,0.853,0.466,2.737
2,0,0.322,0.96,0.466,2.985
2,0,0.315,0.861,0.45,2.731
2,0,0.315,0.853,0.449,2.703
2,0,0.281,0.884,0.394,3.149
2,0,0.315,0.901,0.427,2.856
2,0,0.312,0.882,0.444,2.83
2,0,0.292,0.882,0.421,3.014
2,0,0.324,0.867,0.446,2.678
2,0,0.307,0.876,0.478,2.858
2,0,0.3,0.867,0.418,2.894
2,0,0.329,0.891,0.468,2.708
2,0,0.316,0.873,0.451,2.767
2,0,0.289,0.858,0.399,2.966
2,0,0.288,0.899,0.412,3.12
2,0,0.318,0.85,0.454,2.673
2,0,0.321,0.874,0.457,2.721
2,0,0.328,0.855,0.475,2.607
2,0,0.311,0.849,0.436,2.73
2,0,0.306,0.843,0.446,2.753
2,0,0.303,0.888,0.442,2.927
2,0,0.325,0.845,0.471,2.601
2,0,0.325,0.883,0.472,2.719
2,0,0.312,0.884,0.437,2.835
2,0,0.317,0.872,0.475,2.752
2,0,0.317,0.869,0.456,2.744
2,0,0.326,0.885,0.452,2.716
2,0,0.267,0.871,0.384,3.264
2,0,0.319,0.891,0.433,2.794
2,0,0.295,0.861,0.428,2.915
2,0,0.283,0.922,0.411,3.263
2,0,0.287,0.792,0.414,2.756
2,0,0.261,0.915,0.405,3.504
2,0,0.28,0.84,0.413,2.999
2,0,0.269,0.851,0.412,3.161
2,0,0.315,0.852,0.475,2.705
2,0,0.294,0.856,0.425,2.91
2,0,0.287,0.867,0.433,3.027
2,0,0.308,0.863,0.442,2.804
2,0,0.294,0.84,0.429,2.861
2,0,0.283,0.855,0.419,3.025
2,0,0.298,0.845,0.435,2.832
2,0,0.287,0.855,0.433,2.985
2,0,0.289,0.861,0.421,2.979
2,0,0.262,0.871,0.377,3.322
2,0,0.283,0.842,0.401,2.977
2,0,0.276,0.876,0.409,3.179
2,0,0.272,0.858,0.421,3.156
2,0,0.272,0.878,0.399,3.225
2,0,0.29,0.832,0.42,2.869
2,0,0.271,0.849,0.419,3.129
2,0,0.269,0.851,0.391,3.162
2,0,0.282,0.861,0.429,3.054
2,0,0.297,0.886,0.414,2.984
2,0,0.269,0.886,0.418,3.3
2,0,0.261,0.868,0.398,3.319
2,0,0.261,0.873,0.414,3.341
2,0,0.247,0.868,0.391,3.509
2,0,0.305,0.861,0.452,2.828
2,0,0.299,0.847,0.445,2.834
2,0,0.273,0.85,0.41,3.116
2,0,0.287,0.84,0.44,2.923
2,0,0.262,0.846,0.408,3.223
2,0,0.291,0.825,0.427,2.832
2,0,0.287,0.832,0.44,2.894
2,0,0.276,0.843,0.416,3.054
2,0,0.255,0.869,0.392,3.414
2,0,0.308,0.801,0.442,2.599
2,0,0.299,0.865,0.432,2.895
2,0,0.266,0.859,0.414,3.228
2,0,0.287,0.864,0.441,3.013
2,0,0.283,0.872,0.434,3.08
2,0,0.262,0.855,0.387,3.257
2,0,0.281,0.856,0.408,3.049
2,0,0.274,0.872,0.392,3.182
2,0,0.258,0.88,0.402,3.406
2,0,0.18,1.034,0.307,5.735
2,0,0.238,1.091,0.35,4.588
2,0,0.26,1.071,0.386,4.112
2,0,0.274,1.067,0.457,3.889
2,0,0.288,1.029,0.422,3.57
2,0,0.259,1.044,0.415,4.032
2,0,0.283,1.054,0.407,3.724
2,0,0.327,1.058,0.458,3.232
2,0,0.344,1.028,0.521,2.992
2,0,0.347,1.072,0.51,3.09
2,0,0.341,1.114,0.5,3.265
2,0,0.333,1.107,0.477,3.329
2,0,0.336,1.058,0.486,3.146
2,0,0.347,1.087,0.495,3.138
2,0,0.34,1.119,0.499,3.295
2,0,0.34,1.075,0.501,3.165
2,0,0.27,1.065,0.411,3.943
2,0,0.338,1.151,0.463,3.41
2,0,0.327,1.063,0.472,3.254
2,0,0.344,1.19,0.496,3.458
2,0,0.323,1.171,0.451,3.63
2,0,0.349,1.148,0.509,3.288
2,0,0.299,1.17,0.41,3.917
2,0,0.349,1.183,0.513,3.387
2,0,0.349,1.17,0.531,3.35
2,0,0.339,1.157,0.491,3.417
2,0,0.347,1.153,0.507,3.326
2,0,0.294,1.161,0.439,3.956
2,0,0.325,1.152,0.485,3.539
2,0,0.341,1.135,0.518,3.325
2,0,0.339,1.158,0.488,3.417
2,0,0.347,1.2,0.505,3.464
2,0,0.341,1.156,0.474,3.388
2,0,0.363,1.204,0.545,3.316
2,0,0.333,1.179,0.481,3.538
2,0,0.305,1.166,0.459,3.827
2,0,0.305,1.158,0.463,3.802
2,0,0.334,1.176,0.45,3.518
2,0,0.322,1.169,0.434,3.634
2,0,0.342,1.107,0.513,3.237
2,0,0.321,1.177,0.464,3.666
2,0,0.303,1.148,0.423,3.792
