Respondent,Y,EAR,MAR,Circularity,MOE
1,0,0.285,0.875,0.442,3.072
1,0,0.25,0.883,0.393,3.534
1,0,0.266,0.888,0.401,3.343
1,0,0.277,0.888,0.424,3.204
1,0,0.281,0.88,0.412,3.13
1,0,0.273,0.884,0.415,3.235
1,0,0.305,0.896,0.463,2.939
1,0,0.311,0.876,0.431,2.819
1,0,0.292,0.905,0.436,3.093
1,0,0.223,0.89,0.377,3.996
1,0,0.242,0.88,0.398,3.637
1,0,0.278,0.845,0.417,3.045
1,0,0.246,0.838,0.391,3.403
1,0,0.277,0.832,0.419,3.001
1,0,0.251,0.822,0.375,3.272
1,0,0.296,0.956,0.436,3.235
1,0,0.302,0.911,0.446,3.019
1,0,0.301,0.919,0.462,3.053
1,0,0.281,0.904,0.42,3.221
1,0,0.258,0.899,0.436,3.482
1,0,0.281,0.903,0.444,3.214
1,0,0.28,0.897,0.435,3.204
1,0,0.311,0.886,0.429,2.85
1,0,0.302,0.982,0.476,3.246
1,0,0.297,1,0.492,3.371
1,0,0.307,1.044,0.446,3.396
1,0,0.303,1.066,0.457,3.52
1,0,0.313,1.059,0.458,3.388
1,0,0.271,1.042,0.426,3.839
1,0,0.298,1.055,0.445,3.544
1,0,0.282,0.882,0.43,3.132
1,0,0.199,0.815,0.318,4.095
1,0,0.223,0.87,0.318,3.896
1,0,0.219,0.755,0.363,3.445
1,0,0.346,1.086,0.5,3.14
1,0,0.2,1.052,0.409,5.265
1,0,0.309,0.862,0.463,2.79
1,0,0.269,0.896,0.397,3.337
1,0,0.298,0.951,0.45,3.19
1,0,0.29,0.875,0.451,3.016
1,0,0.283,0.914,0.436,3.225
1,0,0.28,0.96,0.44,3.425
1,0,0.273,0.895,0.422,3.277
1,0,0.273,0.949,0.444,3.48
1,0,0.269,0.932,0.422,3.459
1,0,0.28,0.922,0.411,3.291
1,0,0.289,0.935,0.456,3.236
1,0,0.287,0.917,0.43,3.19
1,0,0.265,0.93,0.408,3.512
1,0,0.234,0.94,0.398,4.013
1,0,0.294,0.98,0.444,3.332
1,0,0.285,0.984,0.427,3.453
1,0,0.273,0.947,0.446,3.47
1,0,0.272,0.939,0.421,3.449
1,0,0.262,0.926,0.384,3.54
1,0,0.185,0.95,0.378,5.139
1,0,0.262,0.896,0.428,3.417
1,0,0.216,0.936,0.367,4.327
1,0,0.191,0.926,0.336,4.839
1,0,0.171,0.911,0.34,5.329
1,0,0.216,0.915,0.395,4.232
1,0,0.189,0.945,0.347,4.991
1,0,0.207,0.931,0.355,4.507
1,0,0.172,0.964,0.358,5.599
1,0,0.246,0.926,0.398,3.772
1,0,0.165,0.944,0.37,5.724
1,0,0.262,0.945,0.409,3.605
1,0,0.171,0.931,0.357,5.454
1,0,0.153,0.939,0.326,6.155
1,0,0.262,0.931,0.411,3.548
1,0,0.253,0.907,0.395,3.582
1,0,0.14,0.938,0.328,6.709
1,0,0.161,0.935,0.374,5.824
1,0,0.254,0.944,0.393,3.712
1,0,0.181,0.954,0.35,5.267
1,0,0.163,0.955,0.368,5.878
1,0,0.219,0.936,0.374,4.265
1,0,0.19,0.954,0.375,5.013
1,0,0.27,0.948,0.407,3.504
1,0,0.17,0.925,0.357,5.431
1,0,0.254,0.956,0.421,3.76
1,0,0.178,0.948,0.366,5.333
1,0,0.233,0.918,0.377,3.938
1,0,0.154,0.895,0.351,5.822
1,0,0.166,0.948,0.359,5.715
1,0,0.237,0.959,0.384,4.055
1,0,0.272,0.887,0.414,3.26
1,0,0.257,0.906,0.407,3.526
1,0,0.259,0.908,0.417,3.505
1,0,0.268,0.889,0.407,3.313
1,0,0.258,0.932,0.374,3.621
1,0,0.289,0.919,0.45,3.181
1,0,0.303,0.925,0.438,3.058
1,0,0.28,0.919,0.434,3.284
1,0,0.281,0.91,0.435,3.242
1,0,0.235,0.918,0.391,3.912
1,0,0.273,0.909,0.42,3.327
1,0,0.261,0.917,0.427,3.511
1,0,0.278,0.941,0.431,3.386
1,0,0.294,0.953,0.465,3.245
1,0,0.278,0.906,0.431,3.26
1,0,0.258,0.972,0.398,3.772
1,0,0.286,0.922,0.444,3.227
1,0,0.292,0.92,0.46,3.148
1,0,0.289,0.912,0.428,3.157
1,0,0.278,0.959,0.433,3.453
1,0,0.289,1.056,0.45,3.657
1,0,0.288,1.046,0.445,3.632
1,0,0.282,1.067,0.42,3.781
1,0,0.304,1.085,0.467,3.569
1,0,0.295,1.005,0.464,3.401
1,0,0.28,1.025,0.457,3.658
1,0,0.268,1.034,0.426,3.854
1,0,0.305,1.039,0.433,3.402
1,0,0.296,1.048,0.46,3.54
1,0,0.268,1.048,0.431,3.906
1,0,0.243,1.046,0.409,4.3
1,0,0.254,1.046,0.406,4.114
1,0,0.264,1.046,0.446,3.955
1,0,0.257,1.048,0.435,4.08
1,0,0.296,1.037,0.46,3.503
1,0,0.279,1.048,0.453,3.751
1,0,0.252,1.073,0.423,4.26
1,0,0.243,1.019,0.41,4.188
1,0,0.3,1.02,0.445,3.403
1,0,0.285,1.022,0.466,3.593
1,0,0.28,1.048,0.45,3.736
1,0,0.262,1.043,0.418,3.981
1,0,0.272,1.053,0.446,3.871
1,0,0.257,1.07,0.465,4.159
1,0,0.321,1.003,0.473,3.121
1,0,0.304,1.042,0.462,3.425
1,0,0.292,1.038,0.42,3.553
1,0,0.311,1.035,0.463,3.332
1,0,0.276,1.009,0.444,3.661
1,0,0.314,0.981,0.447,3.125
1,0,0.286,0.966,0.409,3.379
1,0,0.268,1.055,0.426,3.942
1,0,0.269,0.929,0.435,3.453
1,0,0.288,1,0.432,3.475
1,0,0.246,0.895,0.398,3.634
1,0,0.269,0.889,0.416,3.307
1,0,0.294,0.908,0.437,3.086
1,0,0.288,0.914,0.423,3.18
1,0,0.281,0.985,0.405,3.504
1,0,0.23,0.976,0.376,4.244
1,0,0.304,0.989,0.445,3.251
1,0,0.288,0.875,0.422,3.043
1,0,0.284,0.89,0.423,3.129
1,0,0.306,0.885,0.444,2.893
1,0,0.274,0.824,0.416,3.012
1,0,0.277,0.828,0.399,2.987
1,0,0.273,0.837,0.417,3.063
1,1,0.337,1.016,0.477,3.014
1,1,0.341,0.982,0.488,2.882
1,1,0.333,1.001,0.498,3.004
1,1,0.3,0.974,0.461,3.246
1,1,0.293,1.014,0.411,3.456
1,1,0.315,0.978,0.46,3.104
1,1,0.33,0.981,0.492,2.974
1,1,0.298,0.986,0.483,3.307
1,1,0.337,1.045,0.479,3.101
1,1,0.239,0.997,0.394,4.165
1,1,0.272,1.035,0.404,3.804
1,1,0.272,1.004,0.428,3.691
1,1,0.229,0.98,0.377,4.286
1,1,0.199,0.976,0.382,4.906
1,1,0.304,0.997,0.463,3.275
1,1,0.309,1.051,0.47,3.404
1,1,0.305,1.027,0.432,3.366
1,1,0.293,1.058,0.443,3.606
1,1,0.351,1.028,0.509,2.926
1,1,0.351,1.013,0.509,2.883
1,1,0.348,1.04,0.498,2.99
1,1,0.305,1.044,0.458,3.426
1,1,0.279,1.014,0.445,3.641
1,1,0.255,0.997,0.392,3.901
1,1,0.267,0.974,0.448,3.647
1,1,0.267,0.985,0.379,3.687
1,1,0.216,1.049,0.379,4.844
1,1,0.138,1.027,0.315,7.465
1,1,0.233,1.006,0.414,4.317
1,1,0.172,1.03,0.353,6.002
1,1,0.205,1.063,0.363,5.184
1,1,0.234,1.007,0.414,4.299
1,1,0.144,1.032,0.348,7.172
1,1,0.194,1.008,0.366,5.189
1,1,0.239,1.043,0.393,4.365
1,1,0.211,1.021,0.363,4.83
1,1,0.212,1.015,0.364,4.795
1,1,0.182,1.007,0.369,5.521
1,1,0.179,1.016,0.328,5.666
1,1,0.221,1.04,0.395,4.696
1,1,0.212,1.051,0.364,4.952
1,1,0.217,0.981,0.379,4.522
1,1,0.217,1.027,0.38,4.731
1,1,0.217,1.051,0.379,4.846
1,1,0.228,1.049,0.398,4.593
1,1,0.245,0.995,0.409,4.067
1,1,0.245,1.03,0.374,4.205
1,1,0.261,1.037,0.408,3.968
1,1,0.239,1.046,0.394,4.373
1,1,0.19,1.037,0.35,5.457
1,1,0.245,1.035,0.41,4.232
1,1,0.244,1.049,0.41,4.29
1,1,0.273,1.072,0.429,3.933
1,1,0.268,1.056,0.425,3.945
1,1,0.267,1.047,0.414,3.918
1,1,0.273,1.033,0.429,3.789
1,1,0.25,0.997,0.411,3.989
1,1,0.284,1.065,0.424,3.751
1,1,0.284,1.019,0.426,3.588
1,1,0.273,1.057,0.394,3.876
1,1,0.267,1.037,0.411,3.887
1,1,0.284,1.014,0.425,3.571
1,1,0.289,1.021,0.431,3.534
1,1,0.273,1.005,0.429,3.687
1,1,0.284,1.045,0.451,3.679
1,1,0.267,1.017,0.413,3.806
1,1,0.289,1.008,0.432,3.484
1,1,0.289,1.018,0.43,3.524
1,1,0.273,1.054,0.429,3.866
1,1,0.295,1.005,0.447,3.402
1,1,0.273,1.016,0.429,3.728
1,1,0.289,1.009,0.464,3.492
1,1,0.284,1.076,0.452,3.787
1,1,0.25,1.021,0.353,4.087
1,1,0.223,1.072,0.397,4.811
1,1,0.262,1.03,0.409,3.934
1,1,0.244,1.052,0.41,4.304
1,1,0.262,1.069,0.409,4.084
1,1,0.268,1.052,0.426,3.927
1,1,0.227,1.059,0.361,4.66
1,1,0.239,1.035,0.392,4.33
1,1,0.25,1.068,0.412,4.273
1,1,0.273,0.993,0.395,3.641
1,1,0.279,1.088,0.411,3.898
1,1,0.267,1.051,0.389,3.932
1,1,0.261,1.059,0.408,4.052
1,1,0.273,1.035,0.43,3.796
1,1,0.273,0.99,0.429,3.63
1,1,0.271,1.059,0.416,3.91
1,1,0.25,1.048,0.401,4.191
1,1,0.158,1.026,0.324,6.482
1,1,0.164,1.058,0.324,6.438
1,1,0.217,1.02,0.38,4.698
1,1,0.205,1.03,0.379,5.021
1,1,0.222,1.018,0.375,4.593
1,1,0.251,1.051,0.427,4.192
1,1,0.251,1.03,0.427,4.109
1,1,0.25,1.036,0.427,4.135
1,1,0.215,1.04,0.396,4.828
1,1,0.247,0.98,0.449,3.973
1,1,0.239,1.017,0.372,4.253
1,1,0.198,1.004,0.325,5.066
1,1,0.215,1.048,0.394,4.872
1,1,0.205,1.003,0.363,4.883
1,1,0.226,1.028,0.411,4.541
1,1,0.21,1.017,0.379,4.84
1,1,0.233,1.03,0.392,4.421
1,1,0.222,1.016,0.395,4.586
1,1,0.239,1.063,0.392,4.447
1,1,0.175,1.052,0.354,6.006
1,1,0.245,1.043,0.41,4.263
1,1,0.214,1.046,0.356,4.881
1,1,0.222,1.063,0.396,4.792
1,1,0.221,1.091,0.395,4.929
1,1,0.216,1.089,0.343,5.042
1,1,0.221,1.101,0.357,4.984
1,1,0.25,1.062,0.425,4.24
1,1,0.244,1.059,0.372,4.343
1,1,0.228,1.038,0.376,4.551
1,1,0.244,1.038,0.372,4.262
1,1,0.233,1.038,0.354,4.465
1,1,0.222,1.079,0.396,4.863
1,1,0.228,1.041,0.375,4.572
1,1,0.228,1.071,0.375,4.693
1,1,0.233,1.056,0.391,4.528
1,1,0.226,1.034,0.373,4.578
1,1,0.232,1.018,0.354,4.382
1,1,0.245,1.038,0.411,4.238
1,1,0.239,1.094,0.393,4.568
1,1,0.262,1.092,0.409,4.175
1,1,0.222,1.057,0.396,4.761
1,1,0.245,1.035,0.41,4.231
1,1,0.142,1.014,0.328,7.152
1,1,0.203,1.056,0.359,5.213
1,1,0.233,1.083,0.391,4.637
1,1,0.222,1.085,0.357,4.897
1,1,0.233,1.06,0.354,4.556
1,1,0.234,1.031,0.392,4.413
1,1,0.256,1.115,0.369,4.363
1,1,0.221,1.041,0.358,4.717
1,1,0.245,1.053,0.41,4.302
1,1,0.233,1.078,0.355,4.631
1,1,0.227,1.12,0.413,4.928
1,1,0.244,1.091,0.373,4.464
1,1,0.244,1.026,0.41,4.198
1,1,0.238,1.076,0.393,4.513
1,1,0.251,1.019,0.428,4.061
1,1,0.222,1.044,0.357,4.703
1,1,0.234,1.055,0.392,4.517
1,1,0.268,1.081,0.426,4.037
1,1,0.256,1.038,0.369,4.064
1,1,0.203,1.063,0.359,5.239
1,1,0.239,1.04,0.393,4.348
1,1,0.244,1.012,0.372,4.145
1,1,0.256,1.067,0.369,4.177
1,1,0.257,1.078,0.429,4.197
1,1,0.256,1.059,0.367,4.145
1,1,0.245,1.077,0.41,4.393
1,1,0.239,1.098,0.408,4.593
1,1,0.239,1.1,0.369,4.604
1,1,0.233,1.075,0.392,4.614
1,1,0.239,1.104,0.409,4.613
1,1,0.256,1.068,0.405,4.168
1,1,0.245,1.105,0.41,4.509
1,1,0.244,1.063,0.372,4.356
1,1,0.251,1.097,0.404,4.372
1,1,0.244,1.121,0.372,4.595
1,1,0.245,1.067,0.373,4.365
1,1,0.256,1.088,0.393,4.259
1,1,0.263,1.072,0.423,4.076
1,1,0.263,1.098,0.449,4.176
1,1,0.25,1.071,0.388,4.29
1,1,0.274,1.087,0.443,3.967
1,1,0.244,1.075,0.372,4.407
1,1,0.245,1.094,0.372,4.472
1,1,0.263,1.076,0.449,4.093
1,1,0.221,1.029,0.358,4.652
1,1,0.244,1.138,0.41,4.656
1,1,0.24,1.099,0.394,4.585
1,1,0.275,1.072,0.444,3.9
1,1,0.261,1.096,0.383,4.196
1,1,0.268,1.068,0.451,3.981
1,1,0.267,1.08,0.389,4.041
1,1,0.257,1.091,0.43,4.249
1,1,0.268,1.075,0.426,4.012
1,1,0.239,1.083,0.393,4.532
1,1,0.263,1.072,0.448,4.081
1,1,0.244,1.068,0.41,4.369
1,1,0.245,1.096,0.411,4.47
1,1,0.275,1.094,0.443,3.987
1,1,0.245,1.065,0.41,4.351
1,1,0.268,1.059,0.426,3.945
1,1,0.279,1.075,0.41,3.851
1,1,0.291,1.097,0.406,3.774
1,1,0.262,1.072,0.433,4.094
1,1,0.245,1.083,0.411,4.415
1,1,0.251,1.068,0.412,4.261
1,1,0.268,1.077,0.425,4.015
1,1,0.284,1.072,0.425,3.768
1,1,0.273,1.095,0.43,4.01
1,1,0.28,1.085,0.448,3.874
1,1,0.228,1.081,0.39,4.738
1,1,0.286,1.076,0.428,3.768
1,1,0.244,1.114,0.372,4.566
1,1,0.292,1.113,0.48,3.818
1,1,0.267,1.07,0.389,4.004
1,1,0.279,1.113,0.447,3.983
1,1,0.279,1.041,0.447,3.726
1,1,0.267,1.088,0.388,4.074
1,1,0.279,1.112,0.411,3.986
1,1,0.273,1.101,0.404,4.024
1,1,0.291,1.059,0.441,3.64
1,1,0.274,1.099,0.441,4.009
1,1,0.291,1.145,0.442,3.932
1,1,0.262,1.102,0.408,4.214
1,1,0.307,1.119,0.443,3.649
1,1,0.291,1.106,0.441,3.806
1,1,0.284,1.095,0.424,3.855
1,1,0.28,1.142,0.447,4.083
1,1,0.267,1.091,0.389,4.079
1,1,0.285,1.121,0.426,3.939
1,1,0.267,1.135,0.388,4.242
1,1,0.295,1.09,0.446,3.69
1,1,0.295,1.1,0.446,3.725
1,1,0.291,1.102,0.441,3.793
1,1,0.3,1.135,0.46,3.778
1,1,0.291,1.132,0.443,3.89
1,1,0.303,1.188,0.467,3.923
1,1,0.307,1.164,0.442,3.794
1,1,0.314,1.092,0.458,3.475
1,1,0.307,1.109,0.442,3.614
1,1,0.291,1.159,0.443,3.981
1,1,0.3,1.056,0.46,3.517
1,1,0.256,1.112,0.369,4.347
1,1,0.262,1.107,0.409,4.229
1,1,0.25,1.093,0.404,4.365
1,1,0.322,1.129,0.481,3.505
1,1,0.291,1.114,0.443,3.831
1,1,0.268,1.132,0.426,4.219
1,1,0.302,1.104,0.463,3.652
2,0,0.274,1.036,0.436,3.783
2,0,0.278,1.037,0.419,3.729
2,0,0.274,1.033,0.436,3.765
2,0,0.312,1.023,0.474,3.282
2,0,0.168,1.032,0.338,6.161
2,0,0.279,1.02,0.43,3.655
2,0,0.283,1.005,0.435,3.551
2,0,0.298,0.995,0.475,3.333
2,0,0.298,0.989,0.445,3.318
2,0,0.26,0.986,0.385,3.794
2,0,0.293,1.012,0.431,3.453
2,0,0.297,0.964,0.434,3.249
2,0,0.269,1.014,0.403,3.768
2,0,0.264,1.024,0.418,3.877
2,0,0.156,1.034,0.356,6.63
2,0,0.27,1.042,0.403,3.866
2,0,0.26,1.024,0.405,3.94
2,0,0.264,1.028,0.449,3.887
2,0,0.26,1.024,0.434,3.945
2,0,0.274,1.024,0.415,3.742
2,0,0.231,1.024,0.404,4.434
2,0,0.25,1.024,0.388,4.097
2,0,0.264,1.038,0.418,3.93
2,0,0.264,1.024,0.418,3.877
2,0,0.255,1.02,0.401,3.998
2,0,0.264,1.038,0.417,3.929
2,0,0.27,0.998,0.411,3.702
2,0,0.255,1.006,0.4,3.948
2,0,0.269,0.996,0.403,3.699
2,0,0.27,1.01,0.402,3.746
2,0,0.25,1.02,0.388,4.081
2,0,0.26,1.038,0.414,3.993
2,0,0.231,1.014,0.375,4.395
2,0,0.26,1.028,0.434,3.96
2,0,0.26,1.021,0.415,3.926
2,0,0.274,1.016,0.414,3.715
2,0,0.241,1.062,0.403,4.403
2,0,0.255,1.034,0.4,4.061
2,0,0.25,1.04,0.418,4.156
2,0,0.255,1,0.433,3.918
2,0,0.266,1.039,0.407,3.912
2,0,0.231,1.127,0.412,4.878
2,0,0.225,1.045,0.36,4.633
2,0,0.24,1.033,0.399,4.297
2,0,0.256,1.065,0.411,4.162
2,0,0.215,1.051,0.385,4.888
2,0,0.27,1.065,0.413,3.94
2,0,0.245,1.05,0.383,4.277
2,0,0.262,1.017,0.426,3.883
2,0,0.195,1.054,0.354,5.391
2,0,0.163,1.005,0.337,6.182
2,0,0.255,1.021,0.41,3.998
2,0,0.221,1.046,0.368,4.745
2,0,0.215,0.986,0.353,4.597
2,0,0.198,1.01,0.338,5.099
2,0,0.223,0.985,0.359,4.415
2,0,0.19,1.022,0.372,5.391
2,0,0.22,0.995,0.379,4.53
2,0,0.223,1.021,0.359,4.585
2,0,0.21,1.054,0.401,5.023
2,0,0.227,0.969,0.376,4.264
2,0,0.235,1.062,0.382,4.53
2,0,0.195,1.037,0.371,5.329
2,0,0.198,1.05,0.345,5.299
2,0,0.232,1.072,0.38,4.614
2,0,0.224,1.046,0.379,4.665
2,0,0.211,1.012,0.38,4.8
2,0,0.236,1.017,0.409,4.317
2,0,0.22,1.046,0.379,4.746
2,0,0.215,1.016,0.377,4.72
2,0,0.216,1.048,0.365,4.851
2,0,0.226,1.022,0.391,4.529
2,0,0.231,1.036,0.428,4.489
2,0,0.22,1.038,0.395,4.723
2,0,0.183,1.042,0.339,5.698
2,0,0.208,1.014,0.36,4.871
2,0,0.206,1.034,0.399,5.026
2,0,0.198,1.046,0.334,5.284
2,0,0.217,1.034,0.374,4.773
2,0,0.201,1.047,0.371,5.204
2,0,0.22,1.023,0.366,4.645
2,0,0.245,1.024,0.393,4.181
2,0,0.228,1.036,0.386,4.545
2,0,0.215,1.05,0.377,4.891
2,0,0.229,1.039,0.41,4.527
2,0,0.211,1.033,0.38,4.889
2,0,0.226,1.078,0.39,4.765
2,0,0.205,1.034,0.378,5.046
2,0,0.244,1.03,0.404,4.219
2,0,0.186,1.042,0.349,5.595
2,0,0.214,1.052,0.342,4.925
2,0,0.209,1.042,0.392,4.98
2,0,0.22,1.036,0.38,4.709
2,0,0.324,1.088,0.49,3.362
2,0,0.201,1.047,0.385,5.211
2,0,0.221,1.042,0.376,4.714
2,0,0.212,1.044,0.398,4.925
2,0,0.226,1.052,0.394,4.653
2,0,0.225,1.036,0.41,4.612
2,0,0.225,1.019,0.394,4.535
2,0,0.252,0.988,0.42,3.915
2,0,0.216,1.033,0.394,4.785
2,0,0.208,1.04,0.36,4.993
2,0,0.246,1.039,0.404,4.231
2,0,0.216,1.026,0.366,4.76
2,0,0.188,1.104,0.386,5.866
2,0,0.229,1.09,0.393,4.764
2,0,0.22,1.112,0.38,5.054
2,0,0.22,1.076,0.38,4.893
2,0,0.236,1.09,0.376,4.628
2,0,0.225,1.1,0.38,4.897
2,0,0.246,1.078,0.404,4.392
2,0,0.201,1.095,0.403,5.442
2,0,0.225,1.072,0.394,4.772
2,0,0.225,1.094,0.39,4.873
2,0,0.203,1.067,0.401,5.271
2,0,0.219,1.085,0.345,4.954
2,0,0.22,1.055,0.38,4.796
2,0,0.241,1.067,0.389,4.428
2,0,0.214,1.045,0.396,4.884
2,0,0.216,1.066,0.365,4.938
2,0,0.237,1.081,0.404,4.571
2,0,0.216,1.057,0.394,4.897
2,0,0.205,1.077,0.382,5.244
2,0,0.23,1.066,0.37,4.626
2,0,0.212,1.05,0.371,4.952
2,0,0.213,1.076,0.361,5.059
2,0,0.205,1.044,0.382,5.093
2,0,0.204,1.066,0.35,5.224
2,0,0.213,1.041,0.361,4.893
2,0,0.215,1.073,0.398,4.997
2,0,0.23,1.06,0.373,4.6
2,0,0.181,1.035,0.339,5.729
2,0,0.214,1.071,0.395,5.013
2,0,0.223,1.023,0.356,4.583
2,0,0.225,1.065,0.378,4.739
2,0,0.24,1.056,0.424,4.391
2,0,0.226,1.069,0.379,4.739
2,0,0.241,1.064,0.392,4.421
2,0,0.226,1.063,0.394,4.702
2,0,0.216,1.062,0.365,4.92
2,0,0.242,1.084,0.424,4.484
2,0,0.237,1.06,0.412,4.466
2,0,0.23,1.057,0.394,4.592
2,0,0.24,1.068,0.401,4.446
2,0,0.267,1.063,0.421,3.973
2,0,0.195,1.042,0.389,5.33
2,0,0.226,1.07,0.391,4.741
2,0,0.241,1.044,0.41,4.333
2,0,0.188,1.082,0.34,5.747
2,0,0.245,1.007,0.415,4.106
2,0,0.352,1.043,0.498,2.963
2,0,0.235,1.006,0.394,4.278
2,0,0.235,1.012,0.41,4.313
2,0,0.236,1.038,0.416,4.4
2,0,0.24,1.06,0.411,4.412
2,0,0.224,1.016,0.413,4.546
2,0,0.24,1.055,0.411,4.391
2,0,0.246,1.031,0.425,4.192
2,0,0.23,1.047,0.362,4.559
2,0,0.235,1.036,0.366,4.416
2,0,0.23,1.049,0.384,4.551
2,0,0.219,1.053,0.377,4.801
2,0,0.21,1.067,0.386,5.076
2,0,0.241,1.044,0.413,4.326
2,0,0.251,1.028,0.408,4.09
2,0,0.22,1.039,0.38,4.724
2,0,0.255,1.009,0.424,3.952
2,0,0.226,1.029,0.379,4.563
2,0,0.225,1.055,0.393,4.686
2,0,0.221,1.074,0.382,4.866
2,0,0.215,1.043,0.383,4.854
2,0,0.235,1.028,0.377,4.373
2,0,0.235,1.079,0.398,4.587
2,0,0.235,1.054,0.398,4.48
2,0,0.241,1.034,0.392,4.286
2,0,0.261,1.073,0.425,4.113
2,0,0.245,1.01,0.393,4.123
2,0,0.209,1.055,0.349,5.056
2,0,0.22,1.059,0.366,4.807
2,0,0.219,1.045,0.398,4.772
2,0,0.215,1.047,0.383,4.875
2,0,0.244,1.093,0.37,4.477
2,0,0.235,1.063,0.398,4.519
2,0,0.236,1.029,0.398,4.354
2,0,0.191,1.062,0.367,5.563
2,0,0.213,1.053,0.363,4.941
2,0,0.241,1.05,0.393,4.357
2,0,0.24,0.995,0.393,4.138
2,0,0.242,1.024,0.424,4.233
2,0,0.162,1.033,0.332,6.39
2,0,0.213,1.065,0.361,5.009
2,0,0.223,1.044,0.359,4.678
2,0,0.219,1.043,0.397,4.758
2,0,0.219,1.029,0.348,4.701
2,0,0.24,1.033,0.413,4.306
2,0,0.237,1.071,0.408,4.528
2,0,0.21,1.089,0.383,5.18
2,0,0.272,1.07,0.42,3.937
2,0,0.219,1.057,0.377,4.815
2,0,0.213,1.079,0.383,5.061
2,0,0.187,1.029,0.352,5.496
2,0,0.225,1.058,0.413,4.696
2,0,0.207,1.059,0.381,5.108
2,0,0.194,1.048,0.389,5.41
2,0,0.246,1.062,0.416,4.326
2,0,0.236,1.093,0.411,4.638
2,0,0.227,1.042,0.409,4.597
2,0,0.213,1.061,0.364,4.98
2,0,0.216,1.023,0.398,4.73
2,0,0.235,1.045,0.398,4.442
2,0,0.215,1.09,0.383,5.075
2,0,0.24,1.08,0.413,4.5
2,0,0.216,1.094,0.4,5.069
2,0,0.256,1.084,0.412,4.238
2,0,0.224,1.09,0.393,4.872
2,0,0.21,1.079,0.383,5.132
